group_code,group_label,index,doy_bin_label,doy_bin_center,n_dates,support_pixels_total,env_q_low,env_q_med,env_q_high,curve_min,curve_med,curve_max,median_of_date_q10,median_of_date_q90,min_of_date_min,max_of_date_max
FA_DOM_MIXED,Beech-dominated mixed (fir/other),NDRE,241-270,256,2,42428,0.6608613967895508,0.6615021228790283,0.6621428489685058,0.6607012152671814,0.6615021228790283,0.6623030304908752,0.5914456248283386,0.7141404151916504,0.30643150210380554,0.7626523375511169
FA_DOM_MIXED,Beech-dominated mixed (fir/other),NDRE,271-300,286,10,204967,0.4945669800043106,0.5478816628456116,0.6273086071014404,0.46967047452926636,0.5478816628456116,0.6511330604553223,0.45358146727085114,0.618461549282074,-0.7307692170143127,1.0
FA_DOM_MIXED,Beech-dominated mixed (fir/other),NDRE,301-330,316,7,121399,0.4958935022354126,0.5192807912826538,0.5347491383552552,0.4735915958881378,0.5192807912826538,0.5433535575866699,0.41326814889907837,0.6140182018280029,0.05089867115020752,1.0
FA_DOM_MIXED,Beech-dominated mixed (fir/other),NDRE,331-360,346,2,24079,0.4969003885984421,0.5113499015569687,0.5257994145154953,0.4932880103588104,0.5113499015569687,0.529411792755127,0.39423952996730804,0.603577584028244,0.16496163606643677,0.7563830018043518
FA_DOM_MIXED,Beech-dominated mixed (fir/other),NDRE,361-365,363,2,22607,0.49680048823356626,0.5003181397914886,0.503835791349411,0.4959210753440857,0.5003181397914886,0.5047152042388916,0.28542740643024445,0.6594922840595245,0.0028862578328698874,0.927250325679779
FA_DOM_MIXED,Beech-dominated mixed (fir/other),NDVI,001-030,16,4,36467,0.42042564749717715,0.43235261738300323,0.5100998103618622,0.41683778166770935,0.43235261738300323,0.5418963432312012,0.24359193444252014,0.6000072658061981,-0.42984411120414734,1.0
FA_DOM_MIXED,Beech-dominated mixed (fir/other),NDVI,031-060,46,3,34668,0.3786135673522949,0.3800201416015625,0.6164163112640381,0.378261923789978,0.3800201416015625,0.675515353679657,0.20010221004486084,0.5622768402099609,-0.059720784425735474,1.0
FA_DOM_MIXED,Beech-dominated mixed (fir/other),NDVI,061-090,76,2,40150,0.5718886911869049,0.5925939381122589,0.6132991850376129,0.5667123794555664,0.5925939381122589,0.6184754967689514,0.35277312994003296,0.760975182056427,0.02020946517586708,0.9234346151351929
FA_DOM_MIXED,Beech-dominated mixed (fir/other),NDVI,091-120,106,2,41759,0.570491361618042,0.5716297626495361,0.5727681636810302,0.5702067613601685,0.5716297626495361,0.5730527639389038,0.40428195893764496,0.7174330949783325,0.04149984195828438,0.8857585191726685
FA_DOM_MIXED,Beech-dominated mixed (fir/other),NDVI,121-150,136,5,103611,0.5861783623695374,0.629004955291748,0.7319183945655823,0.5861783623695374,0.629004955291748,0.7866488099098206,0.5036488771438599,0.7309260368347168,0.17309360206127167,0.8879286050796509
FA_DOM_MIXED,Beech-dominated mixed (fir/other),NDVI,151-180,166,2,22839,0.8217051208019257,0.8546896874904633,0.8876742541790008,0.8134589791297913,0.8546896874904633,0.8959203958511353,0.7890165150165558,0.8845350444316864,0.29731956124305725,0.933692216873169
FA_DOM_MIXED,Beech-dominated mixed (fir/other),NDVI,181-210,196,7,135669,0.8353276014328003,0.8854951858520508,0.8970087766647339,0.7846077084541321,0.8854951858520508,0.8982731699943542,0.8115164637565613,0.9130434989929199,-0.3411642014980316,0.9407256245613098
FA_DOM_MIXED,Beech-dominated mixed (fir/other),NDVI,211-240,226,9,189763,0.8477700829505921,0.8823529481887817,0.9017549157142639,0.8004773259162903,0.8823529481887817,0.9030793309211731,0.829766035079956,0.9060126543045044,0.23524163663387299,0.9442095756530762
FA_DOM_MIXED,Beech-dominated mixed (fir/other),NDVI,241-270,256,2,42428,0.8685057520866394,0.8752054572105408,0.8819051623344422,0.8668308258056641,0.8752054572105408,0.8835800886154175,0.8137299716472626,0.9038134217262268,0.23112066090106964,0.9295496940612793
